"Run Number","Mutation Number","Percentage","Accuracy","Loss"
4,0,25,0.9875714286,0.0434949045
4,1,25,0.9894285714,0.038070093
4,2,25,0.9896428571,0.0395063557
4,3,25,0.9894285714,0.041189849
4,4,25,0.9873571429,0.0482172086
0,0,50,0.9877142857,0.0444837709
0,1,50,0.988,0.041134414
0,2,50,0.9895714286,0.0396793502
0,3,50,0.9888571429,0.0430751065
0,4,50,0.9875,0.0494292244
1,0,50,0.9877857143,0.0439565366
1,1,50,0.9885,0.038889318
1,2,50,0.9895714286,0.0396411851
1,3,50,0.9891428571,0.0406534845
1,4,50,0.9875,0.0487582501
2,0,50,0.9875714286,0.0449429509
2,1,50,0.988,0.0423493977
2,2,50,0.9867857143,0.0494149982
2,3,50,0.9881428571,0.0428060693
2,4,50,0.9868571429,0.0469881336
3,0,50,0.9878571429,0.0400427001
3,1,50,0.9862142857,0.0500232029
3,2,50,0.9888571429,0.0402931361
3,3,50,0.9889285714,0.0414850268
3,4,50,0.9869285714,0.0485276606
4,0,50,0.9882857143,0.0447467841
4,1,50,0.9884285714,0.0420784225
4,2,50,0.9885,0.0429562247
4,3,50,0.9871428571,0.0476012391
4,4,50,0.987,0.0484494453
0,0,75,0.9818571429,0.0691100456
0,1,75,0.9834285714,0.0578970472
0,2,75,0.9839285714,0.0613439472
0,3,75,0.9849285714,0.0583470992
0,4,75,0.9845714286,0.0612989714
1,0,75,0.983,0.0617917805
1,1,75,0.9815,0.0641673255
1,2,75,0.9861428571,0.0506871594
1,3,75,0.9860714286,0.0542046128
1,4,75,0.9826428571,0.0706679488
2,0,75,0.979,0.0717481099
2,1,75,0.9837857143,0.0533527627
2,2,75,0.9837142857,0.0597238448
2,3,75,0.9852857143,0.0555291834
2,4,75,0.9838571429,0.0598280383
3,0,75,0.9834285714,0.0598941898
3,1,75,0.9821428571,0.0644688975
3,2,75,0.9857142857,0.0543882074
3,3,75,0.9819285714,0.0655057297
3,4,75,0.9832857143,0.0646664751
4,0,75,0.981,0.0620907255
4,1,75,0.9838571429,0.0566484083
4,2,75,0.9842142857,0.056423011
4,3,75,0.9849285714,0.0564271423
4,4,75,0.9825714286,0.0651930877
0,0,80,0.9798571429,0.067619918
0,1,80,0.9807142857,0.0680997105
0,2,80,0.9835,0.0623725026
0,3,80,0.9825714286,0.0623010557
0,4,80,0.9807142857,0.0739761489
1,0,80,0.9792857143,0.0707613182
1,1,80,0.9792857143,0.066795378
1,2,80,0.9835714286,0.0601347186
1,3,80,0.982,0.0672741716
1,4,80,0.9805,0.070625963
2,0,80,0.9786428571,0.0733059051
2,1,80,0.9812857143,0.0680114612
2,2,80,0.9827857143,0.062536523
2,3,80,0.9822857143,0.0632836474
2,4,80,0.9800714286,0.0688637063
3,0,80,0.98,0.0692742963
3,1,80,0.9796428571,0.0699030089
3,2,80,0.9840714286,0.059856232
3,3,80,0.9834285714,0.0622199243
3,4,80,0.9819285714,0.0691737379
4,0,80,0.9799285714,0.0679366673
4,1,80,0.9767857143,0.0836963498
4,2,80,0.983,0.0606256596
4,3,80,0.9830714286,0.0605382505
4,4,80,0.9798571429,0.0714501847
0,0,85,0.977,0.0837377168
0,1,85,0.9781428571,0.0746585319
0,2,85,0.9825,0.0628658479
0,3,85,0.9792142857,0.0755018483
0,4,85,0.9778571429,0.0875258109
1,0,85,0.9789285714,0.0767199865
1,1,85,0.9773571429,0.0807515934
1,2,85,0.9770714286,0.0800667864
1,3,85,0.973,0.0955304091
1,4,85,0.9787142857,0.0780403344
2,0,85,0.977,0.081693368
2,1,85,0.9765,0.0803826244
2,2,85,0.9818571429,0.067814489
2,3,85,0.9780714286,0.0826122719
2,4,85,0.9747857143,0.0890075213
3,0,85,0.9782857143,0.0772558263
3,1,85,0.9779285714,0.0798508587
3,2,85,0.9802142857,0.0672236661
3,3,85,0.9789285714,0.0719416021
3,4,85,0.9768571429,0.0878732855
4,0,85,0.977,0.0811046478
4,1,85,0.9781428571,0.0783195243
4,2,85,0.9793571429,0.0765870015
4,3,85,0.9813571429,0.0728781841
4,4,85,0.9785714286,0.0771988294
0,0,90,0.9718571429,0.1025419248
0,1,90,0.9738571429,0.0924737697
0,2,90,0.9764285714,0.0850020486
0,3,90,0.9743571429,0.0900241366
0,4,90,0.9759285714,0.09403041
1,0,90,0.9715714286,0.1010954695
1,1,90,0.9718571429,0.1063369575
1,2,90,0.9762857143,0.0819132862
1,3,90,0.973,0.093582493
1,4,90,0.9710714286,0.0996069013
2,0,90,0.9694285714,0.1036039197
2,1,90,0.9751428571,0.0850578842
2,2,90,0.9745714286,0.095004802
2,3,90,0.9749285714,0.0871947206
2,4,90,0.9735714286,0.0953751179
3,0,90,0.9736428571,0.0969550247
3,1,90,0.9730714286,0.0973900817
3,2,90,0.9727857143,0.0929288701
3,3,90,0.9740714286,0.0933960661
3,4,90,0.9735714286,0.0941681533
4,0,90,0.971,0.0995332572
4,1,90,0.9752142857,0.0883746326
4,2,90,0.9781428571,0.0784257992
4,3,90,0.9765,0.0825228119
4,4,90,0.9728571429,0.0990279252
0,0,95,0.9608571429,0.1406465007
0,1,95,0.9592857143,0.1305128621
0,2,95,0.9631428571,0.1229218336
0,3,95,0.9624285714,0.1299029745
0,4,95,0.9633571429,0.1413310464
1,0,95,0.9589285714,0.1448070496
1,1,95,0.9626428571,0.1309612838
1,2,95,0.962,0.1267314167
1,3,95,0.9631428571,0.1300065786
1,4,95,0.9545714286,0.1650310339
2,0,95,0.9575714286,0.1467854296
2,1,95,0.9616428571,0.129467049
2,2,95,0.9664285714,0.115814715
2,3,95,0.961,0.1361165199
2,4,95,0.9626428571,0.1304255839
3,0,95,0.9614285714,0.1333462542
3,1,95,0.9583571429,0.1446217804
3,2,95,0.9672142857,0.111012199
3,3,95,0.9685714286,0.1090597439
3,4,95,0.9583571429,0.1453198949
4,0,95,0.9593571429,0.1515432313
4,1,95,0.9584285714,0.1475045777
4,2,95,0.9649285714,0.114588935
4,3,95,0.9617857143,0.1331497404
4,4,95,0.9602857143,0.1469685771
0,0,99,0.8952142857,0.3554573892
0,1,99,0.9048571429,0.3235535798
0,2,99,0.9092142857,0.3126226042
0,3,99,0.887,0.3683400126
0,4,99,0.8852857143,0.3677386722
1,0,99,0.8777142857,0.3973532454
1,1,99,0.8936428571,0.348177196
1,2,99,0.8881428571,0.3608773316
1,3,99,0.8991428571,0.3318607441
1,4,99,0.8884285714,0.3735291442
2,0,99,0.8772857143,0.4258737401
2,1,99,0.8884285714,0.3765857343
2,2,99,0.9008571429,0.3255895926
2,3,99,0.906,0.3052842326
2,4,99,0.9082857143,0.321913051
3,0,99,0.8742857143,0.388644202
3,1,99,0.8839285714,0.3870306942
3,2,99,0.8683571429,0.4029770672
3,3,99,0.9092142857,0.2967499335
3,4,99,0.8887857143,0.3894639937
4,0,99,0.8669285714,0.4277652062
4,1,99,0.8511428571,0.4507977568
4,2,99,0.8819285714,0.3706361366
4,3,99,0.9024285714,0.31328958
4,4,99,0.8547142857,0.4536193386
