Mutation Number,Run Number,Accuracy,Loss
33,9,0.9895,0.03992113136674327
33,10,0.9904285714285714,0.03863639005277453
33,11,0.9899285714285714,0.041754713920402406
33,12,0.9908571428571429,0.03453687584764339
33,13,0.9897857142857143,0.03795698716852556
33,14,0.9912142857142857,0.030860716547884554
33,15,0.9911428571428571,0.03388318268281156
33,16,0.9892142857142857,0.04326485251051417
33,17,0.991,0.034352650504726884
33,18,0.9915714285714285,0.0341721463791056
33,19,0.9900714285714286,0.0327044371046972
34,0,0.9912857142857143,0.032300779198396155
34,1,0.9911428571428571,0.03236038211821246
34,2,0.9907142857142858,0.035448335051414946
34,3,0.9897142857142858,0.03564562981450165
34,4,0.9892857142857143,0.03918971885607711
34,5,0.9907142857142858,0.033237697705327134
34,6,0.9899285714285714,0.035503333277419835
34,7,0.9902142857142857,0.03856958507378944
34,8,0.9895,0.037011891087103455
34,9,0.9878571428571429,0.04653741715633909
34,10,0.9900714285714286,0.040062565332468304
34,11,0.9914285714285714,0.037249782581794406
34,12,0.9912857142857143,0.030969208171300125
34,13,0.9900714285714286,0.0367297336507545
34,14,0.9917142857142857,0.028203608239387643
34,15,0.9902142857142857,0.03341721606676661
34,16,0.9892142857142857,0.040182632506376
34,17,0.9903571428571428,0.03399935151210437
34,18,0.9905714285714285,0.03576764816203286
34,19,0.9911428571428571,0.03337020393323421
37,0,0.9902857142857143,0.04489704762104699
37,1,0.9894285714285714,0.047300776313481556
37,2,0.9905,0.0405290188868536
37,3,0.9895714285714285,0.045206971989968744
37,4,0.9914285714285714,0.04212978783440082
37,5,0.9908571428571429,0.03865828849377067
37,6,0.9888571428571429,0.05208868254752013
37,7,0.9900714285714286,0.04596335063429082
37,8,0.9895,0.04656939667484513
37,9,0.9904285714285714,0.046864303102129724
37,10,0.989,0.049015479110943096
37,11,0.9905,0.050894354687060855
37,12,0.9904285714285714,0.0392570080207575
37,13,0.9896428571428572,0.04567846285932423
37,14,0.9910714285714286,0.038516578962268566
37,15,0.9895,0.042688283952389675
37,16,0.9889285714285714,0.05462199621427015
37,17,0.9915,0.03787011824287102
37,18,0.9897857142857143,0.0471723732334851
37,19,0.99,0.04294119360588841
42,0,0.9907142857142858,0.03076471499748004
42,1,0.9907857142857143,0.035235096617699
42,2,0.9911428571428571,0.0341917032366525
42,3,0.9906428571428572,0.03603489819032361
42,4,0.9917857142857143,0.03345539267804374
42,5,0.9895714285714285,0.03614835882110596
42,6,0.9907142857142858,0.03410501307997454
42,7,0.99,0.03594340015596078
42,8,0.9890714285714286,0.03856485740358611
42,9,0.9890714285714286,0.0420077938569718
42,10,0.989,0.04117184576399346
42,11,0.9905714285714285,0.03801202940006572
42,12,0.9892142857142857,0.035295532704000446
42,13,0.9902142857142857,0.03961020532895262
42,14,0.9919285714285714,0.026794073193780996
42,15,0.9902857142857143,0.03172723920581588
42,16,0.9884285714285714,0.04643305261304548
42,17,0.9909285714285714,0.03137569887613946
42,18,0.9903571428571428,0.03450659007318245
42,19,0.9905714285714285,0.03256340658584941
43,0,0.9893571428571428,0.03544213941515357
43,1,0.9903571428571428,0.03532576041018001
43,2,0.9919285714285714,0.034335935516159745
43,3,0.9912142857142857,0.034361792254523606
43,4,0.9909285714285714,0.03649098706356433
43,5,0.9898571428571429,0.03452639039300681
43,6,0.99,0.03792644893803767
43,7,0.9902142857142857,0.036735073273952625
43,8,0.9896428571428572,0.03413063976967637
43,9,0.9897142857142858,0.038921419957910465
43,10,0.9900714285714286,0.037619387693501524
43,11,0.991,0.03387723586487742
43,12,0.9902142857142857,0.0367703874967826
43,13,0.9893571428571428,0.03984468340634443
43,14,0.9913571428571428,0.02892093944934147
43,15,0.9903571428571428,0.031627289858112424
43,16,0.9887857142857143,0.04104635169090138
43,17,0.9917142857142857,0.032458771537500326
43,18,0.9910714285714286,0.03177574365953894
43,19,0.9896428571428572,0.037320870198180534
44,0,0.9912142857142857,0.9912142857142857
44,1,0.9916428571428572,0.9916428571428572
44,2,0.9915,0.9915
44,3,0.9874285714285714,0.9874285714285714
44,4,0.9903571428571428,0.9903571428571428
44,5,0.9905714285714285,0.9905714285714285
44,6,0.9901428571428571,0.9901428571428571
44,7,0.9895,0.9895
44,8,0.9897857142857143,0.9897857142857143
44,9,0.99,0.99
44,10,0.9890714285714286,0.9890714285714286
44,11,0.9896428571428572,0.9896428571428572
44,12,0.9905714285714285,0.9905714285714285
44,13,0.9887857142857143,0.9887857142857143
44,14,0.99,0.99
44,15,0.9903571428571428,0.9903571428571428
44,16,0.9895714285714285,0.9895714285714285
44,17,0.9911428571428571,0.9911428571428571
44,18,0.9912142857142857,0.9912142857142857
44,19,0.9913571428571428,0.9913571428571428
